Longitude,Latitude
-123.155788,49.2343645
-95.3618441,29.75523769
-58.44720695,-34.62668989
-86.78388889,36.165
-83.91707,35.96443
-114.03726,51.0534
-87.61937,41.89036
-118.3397165,34.10184316
-118.3397165,34.10184316
-114.1478915,51.10179118
-75.16645509,39.93997834
-118.3852517,34.08343813
-118.3397165,34.10184316
-118.33951,34.10262
-118.33951,34.10262
-73.24104677,40.8341063
-58.083333,-23.266667
-81.65339546,30.32633066
-99.1329,19.4319
-70.6479,-33.463
-77.0212,-12.0436
-90.5249,14.618
35.3612,31.3893
14.7545,47.6965
114.4017,3.9451
-77.029,38.8991
-73.24076311,40.83410925
-118.3397165,34.10184316
-71.6112996,10.6614006
-118.3397165,34.10184316
-0.45746527,51.47367093
-118.3401775,34.10184626
-97.74361687,30.26960519
-118.3401775,34.10184626
-118.33951,34.10262
-118.3994444,34.07305556
17.0320318,51.10998091
-118.3397165,34.10184316
-79.37536382,43.64842391
-157.794702,21.29819715
-73.966916,40.769208
-123.1322724,49.28086559
-95.46357311,29.74005759
-72.9033754,41.3107461
-78.9647048,34.9485679
-76.6157734,39.3179881
-95.3618441,29.75523769
-73.1090968,7.0797802
-118.33951,34.10262
-118.3401775,34.10184626
-0.2,5.55
-118.3386144,34.10111759
25.855594,62.25083479
-118.33951,34.10262
-73.98196,40.75848
-118.33951,34.10262
-118.33951,34.10262
-58.44720695,-34.62668989
-123.126048,49.28992281
-85.49427592,38.24025214
-118.3397165,34.10184316
-118.3397165,34.10184316
-0.2,5.55
-87.01583862,20.69638861
-106.5217695,31.83373322
-79.3793292,43.64315935
-3.7058,40.4203
82.7948,21.7866
13.377,52.5161
-74.0064,40.7142
-77.0212,-12.0436
-48.0532378,-16.0106014
-77.029,38.8991
-58.44720695,-34.62668989
-118.44778,34.08333
106.8205833,-6.23269073
-118.37247,34.10539
-86.81499481,21.26090104
-0.2,5.55
-118.3401775,34.10184626
-118.3333333,34.1
-118.3401775,34.10184626
-73.977951,40.7651215
-118.3401775,34.10184626
100.546166,13.78895458
-73.994508,40.763186
-117.6812424,34.09027063
-118.3401775,34.10184626
-64.65973679,10.20154119
-77.1114,38.8525
-93.64216919,41.5433254
-75.16645509,39.93997834
82.4327176,25.7719777
-81.65339546,30.32633066
106.81991,-6.232
-0.2,5.55
112.652223,-7.934966
8.0689713,45.1543085
-79.93689,-2.21137
-64.2599671,-27.7372308
178.5106817,-18.0731537
121.0591704,14.4842122
-3.7058,40.4203
-66.8983,10.496
82.7948,21.7866
13.377,52.5161
-58.3735,-34.6085
69.3597,30.4419
-87.67249255,41.90333901
19.1343,51.9189
8.6742,9.0846
113.9174,0.1097
120.7391,15.5931
170.3666,-43.5877
-118.3401775,34.10184626
-66.875,10.4861
-4.1423166,50.38064169
-9.35021,38.7935
-118.3397165,34.10184316
-118.3397165,34.10184316
-118.2456878,34.05020929
-117.898,33.6167
-78.6323256,35.84553382
-119.8033008,39.5009834
-118.4215998,33.90362399
-99.1333,19.4333
-74.0064,40.7142
-118.243,34.0522
8.76408689,45.67015507
-118.33951,34.10262
-118.3401775,34.10184626
-118.3397165,34.10184316
-118.3401775,34.10184626
-106.3276812,42.80574483
7.0492294,50.7458313
-77.029,38.8991
-81.4517,30.6634
-81.6006388,28.302544
-58.44720695,-34.62668989
-1.4645,53.3831
-118.3401775,34.10184626
31.35960745,30.11509289
37.14765453,36.22109985
-118.3401775,34.10184626
-118.3397165,34.10184316
-87.90968018,43.04137104
-79.97181046,37.23647215
-88.03396359,43.91846631
-118.3401775,34.10184626
-118.8041946,34.151451
-118.401,34.0078
-73.97276513,40.7560747
-118.2456878,34.05020929
-118.3709439,34.10843945
-118.3397165,34.10184316
-46.2103132,-23.5605306
-79.52011,43.603485
-97.7639,30.2672
-122.156,47.7525
-118.3397165,34.10184316
-93.280085,44.969072
-69.97142795,18.42994026
-71.6766516,-35.4493352
-122.3474107,47.61254002
-118.33951,34.10262
-118.459,33.9908
13.377,52.5161
-90.08665296,29.93051841
24.677,-28.4832
114.4017,3.9451
-118.3401775,34.10184626
-77.03655811,38.90239361
-80.26669,43.15813
-123.1247109,49.2770463
-74.0064,40.7142
-87.0306015,20.66483069
-98.62793701,29.41676372
-122.3474181,47.6125499
-0.2,5.55
-77.0504648,-12.110179
-91.49764393,41.63457066
-89.9532,34.9715
7.5973,47.56125
-87.6769,41.9075
8.0689775,45.1543011
-88.1383271,41.9748342
-118.33951,34.10262
-71.0552516,42.3561185
-87.90968018,43.04137104
-118.323979,34.155604
-37.06588161,-10.9741986
-80.84079342,35.22483977
-118.3401775,34.10184626
-87.6844,42.0461699
-80.0644,26.71
-95.3618441,29.75523769
-73.64163201,45.5041485
-73.99015513,40.75613667
-88.427401,44.250845
-74.0072403,40.7289505
-96.16091466,19.15546432
-58.3735,-34.6085
-77.0212,-12.0436
-118.3400444,34.1025903
113.9174,0.1097
14.7545,47.6965
19.4544773,51.7765107
103.8277,1.3656
-77.029,38.8991
-118.328,34.0976
-70.53005354,-33.4168448
-46.2102385,-23.5605043
100.534862,13.74568218
-118.33951,34.10262
-73.97527778,40.78694444
-58.3735,-34.6085
-81.68722272,41.48082067
-74.0059,40.74054
-40.31264776,-20.3734467
-84.1743585,38.016221
-74.00001602,40.71669795
-104.9945934,39.74601199
12.4,51.34
-42.817129,-5.0303236
-47.20232255,-22.8166983
-122.3324783,47.6054773
-114.0594013,51.04839287
-118.3401775,34.10184626
-95.16964091,29.53298591
-118.3397165,34.10184316
-88.427401,44.250845
-118.3401775,34.10184626
-58.43152854,-34.58694488
8.0689713,45.1543085
-91.49756827,41.63499182
-93.2636,44.98
-95.3618441,29.75523769
-118.429734,33.97514813
-94.15668318,36.12570616
-87.65344169,41.88476222
-99.1694,19.4125
-77.038023,38.991092
-48.7691372,-26.3445311
-118.3401775,34.10184626
7.0492294,50.7458313
-99.2149589,19.6437887
13.377,52.5161
-58.3735,-34.6085
-118.3334806,34.07618889
-73.8667,40.85
-121.8917664,37.3324843
-87.90968018,43.04137104
-98.48699646,29.42989111
-114.143764,51.10025274
-118.3401775,34.10184626
-97.74361687,30.26960519
-74.0064,40.7142
-79.94261239,40.44339528
-88.427401,44.250845
-73.97777,40.78459
-118.3401775,34.10184626
-73.99345,40.73269
-118.33951,34.10262
-74.03423201,4.7342093
-100.3425668,25.72995156
-74.0064,40.7142
-74.0064,40.7142
-82.4295275,42.9633187
-65.9924152,18.3921887
-87.65045,41.96579
-47.9287,-15.7785
82.7948,21.7866
-69.9405,18.4867
37.9039,-0.0244
-77.0212,-12.0436
2.3412,48.8569
103.8277,1.3656
-77.029,38.8991
-74.0064,40.7142
39.77771534,21.38037209
-81.65339546,30.32633066
-121.8917664,37.3324843
-58.083333,-23.266667
-88.1383271,41.9748342
-58.4825001,-34.84642007
-83.13216,42.4723322
-118.3401775,34.10184626
-118.4027684,34.07176365
-80.2241,25.7877
-118.3401775,34.10184626
-118.3401775,34.10184626
-60.6950676,-31.6392488
-78.54458028,35.88874629
-94.57565454,39.142454
-121.74127,38.54267
-118.395863,34.0324632
-86.1629575,39.808989
-118.3401775,34.10184626
-118.3401775,34.10184626
-73.9739,40.8299
-96.77401775,32.79755357
-37.06587946,-10.9742072
24.677,-28.4832
-73.99196933,40.72917666
-77.029,38.8991
106.8205833,-6.23269073
-97.74361687,30.26960519
-76.6155346,39.30190319
-71.6112845,10.6613991
-87.64629356,41.94594595
-118.4027684,34.07176365
-74.11865854,4.63189481
-80.1001,26.3687
-88.01661402,41.749398
-106.5223663,31.83337205
-122.414876,37.78678264
-75.16075,39.950293
-79.3407,43.7166
50.61064831,26.20772045
-118.243,34.0522
-99.15854217,19.35130459
-87.62626724,41.88804564
-71.0552516,42.3561185
-121.8917664,37.3324843
-86.15650321,39.76690667
-71.0552516,42.3561185
-97.74361687,30.26960519
-83.04848769,42.33312717
-3.7058,40.4203
-42.8170573,-5.0302634
-77.0212,-12.0436
-90.5249,14.618
14.7545,47.6965
-86.486229,12.6887734
-118.33951,34.10262
-78.8249,42.8516
-117.9847843,33.78750886
-118.3989458,34.06796513
-95.3618441,29.75523769
-105.468479,28.21099034
82.7948,21.7866
-74.2062914,11.2206528
-91.49746957,41.63498646
-96.8,32.7833
-82.99527267,39.96378925
-118.3616749,34.0883201
-3.27139,51.40139
-95.35884,29.74294
-118.2479096,33.97866994
-118.32303,34.09858
-96.8,32.7833
-95.364279,29.741939
-77.03733586,38.90181532
-83.04848769,42.33312717
-77.0654857,-12.0940063
-58.083333,-23.266667
-58.083333,-23.266667
-69.9405,18.4867
-78.0958,-1.7899
69.3597,30.4419
103.8277,1.3656
-118.3636093,34.0909402
-77.57554,43.12666
-118.33951,34.10262
28.02457216,-26.19702501
-73.9432839,40.7968623
14.7545,47.6965
-118.3401775,34.10184626
-118.3401775,34.10184626
-97.67532718,30.30962099
35.9333,31.95
-118.33951,34.10262
-99.18369294,19.27089513
-118.33951,34.10262
-86.4486183,12.6642614
-99.18353678,19.2706262
-118.3989458,34.06796513
-77.1191,39.0371
-71.0552516,42.3561185
-8.6955187,42.3917529
-104.893,39.5489
-84.52029412,39.14388076
-95.3618441,29.75523769
-69.9405,18.4867
37.9039,-0.0244
14.7545,47.6965
44.5651,24.2599
-118.33951,34.10262
-80.19240081,25.78111669
-77.029,38.8991
-118.38184,34.09119
-119.8032762,39.5009285
-66.9275206,10.4902754
-122.262,37.8372
-77.594556,-11.1166836
-91.49749105,41.63502525
-71.8038,42.2688
-74.00001602,40.71669795
-121.8917664,37.3324843
-97.13954053,49.89034914
-78.9645262,34.9483023
-83.04848769,42.33312717
-118.3401775,34.10184626
-118.256821,34.0417387
-104.9619736,39.88297672
-95.3618441,29.75523769
-74.0833,4.6
-91.49735579,41.63504842
-118.4038723,33.89482354
-73.97726436,40.77664351
-79.32559197,43.66477901
-69.9405,18.4867
37.9039,-0.0244
-78.0958,-1.7899
-90.5249,14.618
120.7391,15.5931
-77.27338084,39.14932892
-118.3401775,34.10184626
-34.95469699,-8.12467444
-118.3401775,34.10184626
-34.95470286,-8.12468816
-118.3401775,34.10184626
-71.0552516,42.3561185
-87.90968018,43.04137104
-91.49738606,41.63504356
96.1523481,16.81351626
-115.5102332,32.6392921
-74.0064,40.7142
-79.368,43.708
13.377,52.5161
-118.372,34.0879
-90.5249,14.618
8.6742,9.0846
103.8277,1.3656
-118.0019444,34.14361111
21.08908681,52.24634414
-118.3401775,34.10184626
-95.46357311,29.74005759
-118.3401775,34.10184626
-122.3324783,47.6054773
-98.48699646,29.42989111
-74.2063098,11.2206586
-118.4017224,34.0717722
-118.33951,34.10262
-118.3977424,34.06754168
-73.9253733,40.6618212
-118.3401775,34.10184626
-118.34212,34.10091
-118.3333333,34.1
108.5477,-6.95222
-44.27030498,-2.54194826
-58.083333,-23.266667
-77.03801,38.99116
-122.4414626,37.43372886
-56.1773201,-34.8990239
-73.93833333,40.825
-118.3401775,34.10184626
69.3597,30.4419
-77.037745,38.991255
-57.56378,-37.99819
-118.3401775,34.10184626
-103.428164,20.6900705
-56.1773201,-34.8990239
-74.2062971,11.2206507
-56.1773201,-34.8990239
-99.02642551,19.37430976
8.75723,47.49826
-74.60666667,39.31722222
-81.87160583,41.34901029
-95.46357311,29.74005759
-118.4641153,34.05400459
-100.3262744,25.79827757
-80.19240081,25.78111669
-71.11901357,42.12185685
-118.44823,34.1781099
-118.3401775,34.10184626
-99.44415551,27.52284118
-117.326,33.2116
-71.0552516,42.3561185
-117.166272,32.7143122
-87.90968018,43.04137104
-118.2453354,34.05161048
-86.15650321,39.76690667
-119.8032245,39.5009465
18.91803529,42.39780873
-118.3401775,34.10184626
-84.493569,38.082957
-58.38333333,-34.76666667
-87.76098119,41.50847729
-73.9432839,40.7968623
101.7013368,3.05159869
-48.7718549,-26.3440299
-114.011816,50.972625
-71.0552516,42.3561185
-71.0552516,42.3561185
-87.90968018,43.04137104
-118.3333333,34.1
-118.4017224,34.0717722
-122.26662,37.8153999
-118.3401775,34.10184626
-86.88139847,12.4329057
-70.59912742,-33.50017912
-118.3683186,34.09809357
-73.9306,40.7719
-122.4100592,37.78522433
-66.79095414,10.47878171
-118.3401775,34.10184626
-118.1935519,34.11263537
-118.3402205,34.10210389
-97.74361687,30.26960519
-74.0064,40.7142
88.2704248,24.1005943
82.7948,21.7866
37.9039,-0.0244
24.677,-28.4832
44.5651,24.2599
19.91540194,39.61944304
-94.44069,39.24519
2.2891837,48.8246702
-118.3683186,34.09809357
-73.94307031,40.62628666
-87.62993784,41.89086863
28.3346887,-15.4501338
3.43760973,6.43312363
-63.25198597,9.71768872
28.3346887,-15.4501338
-118.3401775,34.10184626
-118.3401775,34.10184626
-118.38754,34.087578
-118.34,34.12
-118.3522998,34.07517256
-72.2922,40.9967
-118.3397165,34.10184316
-104.9945934,39.74601199
-74.101762,40.8950618
-118.3397165,34.10184316
-118.3401775,34.10184626
-74.0064,40.7142
-118.3401775,34.10184626
-74.0833,4.6
-66.8983,10.496
82.7948,21.7866
-74.1178,4.6564
37.9039,-0.0244
69.3597,30.4419
113.9174,0.1097
4.88385201,52.37517999
14.7545,47.6965
114.4017,3.9451
-118.3895187,34.07294421
-118.4017224,34.0717722
-118.3401775,34.10184626
-118.3401775,34.10184626
144.9532407,-37.8192743